,ls_ret,value,cumulative_ret,MKTRF,SMB,HML,RF,MOM,DATE,yyyymm,ls_sub_rf
200009,0.0038647431157235283,1906462008.046875,175.03845239536568,-0.0545,-0.0182,0.0717,0.0051,0.0197,2000-09-29,200009,-0.001235256884276472
200010,-0.15601676820140137,627921869.25,147.72951874166588,-0.0276,-0.0387,0.057,0.005600000000000001,-0.044800000000000006,2000-10-31,200010,-0.16161676820140136
200011,0.05830074510978239,295174360.109375,156.34225975901455,-0.1072,-0.034300000000000004,0.1232,0.0051,-0.0232,2000-11-30,200011,0.05320074510978239
200012,-0.1629403305092924,692586569.9487305,130.86780028131108,0.011899999999999999,0.0072,0.0761,0.005,0.0674,2000-12-29,200012,-0.1679403305092924
200101,0.2961174079192508,1263469294.7147293,169.62003408070711,0.0313,0.0669,-0.0509,0.0054,-0.253,2001-01-31,200101,0.29071740791925077
200102,0.13390026251145173,876534742.9016323,192.3322011713152,-0.1005,-0.0079,0.12480000000000001,0.0038,0.1257,2001-02-28,200102,0.13010026251145174
200103,-0.09876902107498611,893280589.5115252,173.33573794042712,-0.0726,0.0024,0.0642,0.0042,0.0855,2001-03-30,200103,-0.10296902107498611
200104,0.18098708619141862,534944701.093606,204.70726808310437,0.0794,0.0055000000000000005,-0.046799999999999994,0.0039000000000000003,-0.079,2001-04-30,200104,0.17708708619141864
200105,0.06733724500776991,885510378.4503574,218.4916915488876,0.0072,0.024900000000000002,0.0338,0.0032,0.022099999999999998,2001-05-31,200105,0.06413724500776992
200106,0.10127332671545444,545490522.336031,240.61907201173037,-0.0194,0.062400000000000004,-0.0113,0.0028000000000000004,0.0038,2001-06-29,200106,0.09847332671545445
200107,0.03257693183841184,540092898.2073567,248.45770311967843,-0.0213,-0.04190000000000001,0.0521,0.003,0.0558,2001-07-31,200107,0.029576931838411844
200108,0.059305321448482565,810023763.0103202,263.19256706954263,-0.0646,0.0248,0.023,0.0031,0.0553,2001-08-31,200108,0.056205321448482566
200109,-0.03977166977711025,665808159.1337676,252.72495920426286,-0.0925,-0.0623,0.014499999999999999,0.0028000000000000004,0.1148,2001-09-28,200109,-0.042571669777110244
200110,0.12939087540450459,1215591592.6227837,285.4252629122701,0.0246,0.07490000000000001,-0.0766,0.0022,-0.08470000000000001,2001-10-31,200110,0.12719087540450458
200111,0.132187715312466,1213308486.788023,323.154976309103,0.0754,-0.004699999999999999,0.0222,0.0017000000000000001,-0.08689999999999999,2001-11-30,200111,0.130487715312466
200112,0.05352537350263445,317308077.8502307,340.45196711528274,0.016,0.0473,0.0085,0.0015,0.0007000000000000001,2001-12-31,200112,0.05202537350263445
200201,0.005661259155022001,377425184.7017031,342.3793539309594,-0.0144,0.011899999999999999,0.0344,0.0014000000000000002,0.0375,2002-01-31,200201,0.004261259155022001
200202,-0.06521957335644399,558629333.6381016,320.0495185415273,-0.0229,-0.01,0.0216,0.0013,0.0682,2002-02-28,200202,-0.06651957335644398
200203,0.09995325498113578,425507045.17974234,352.0395096748983,0.0424,0.0421,0.0106,0.0013,-0.016399999999999998,2002-03-28,200203,0.09865325498113578
200204,-0.004406777774228869,482299832.03098965,350.48814978801255,-0.052000000000000005,0.0596,0.0388,0.0015,0.07629999999999999,2002-04-30,200204,-0.005906777774228869
200205,0.05716962723527102,529045798.3983612,370.52542666177305,-0.0138,-0.0321,0.015300000000000001,0.0014000000000000002,0.0316,2002-05-31,200205,0.05576962723527102
